lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
2,3579,中里 優子,B1,0.16,4.86,4.89,43.33,37.04,中里 優子,47.8,6.71,0.0,0.25,28.0,1.0,25.0,2.0,2,20260601,05,多摩川,10,20260601_05_10,1-2-5,810
3,3207,田村 美和,B1,0.17,3.36,4.32,43.33,42.86,田村 美和,50.9,6.73,0.0,0.14,28.0,1.0,25.0,2.0,4,20260601,05,多摩川,10,20260601_05_10,1-2-5,810
4,4680,後藤 美翼,B1,0.19,5.7,5.51,33.33,40.91,後藤 美翼,46.0,6.66,0.0,0.15,28.0,1.0,25.0,2.0,4,20260601,05,多摩川,10,20260601_05_10,1-2-5,810
5,4738,清埜 翔子,A2,0.16,5.63,5.74,36.67,43.33,清埜 翔子,46.5,6.61,0.0,0.17,28.0,1.0,25.0,2.0,3,20260601,05,多摩川,10,20260601_05_10,1-2-5,810
6,4611,今井 美亜,A2,0.14,6.55,7.3,31.58,26.09,今井 美亜,47.0,6.67,0.0,0.17,28.0,1.0,25.0,2.0,4,20260601,05,多摩川,10,20260601_05_10,1-2-5,810
1,4208,三浦 永理,A1,0.15,7.14,6.55,31.82,64.29,三浦 永理,47.0,6.71,-0.5,0.12,27.0,3.0,25.0,2.0,2,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
2,4473,藤堂 里香,A2,0.17,5.19,6.18,44.83,23.33,藤堂 里香,45.0,6.72,0.0,0.02,27.0,3.0,25.0,2.0,4,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
3,4589,塩崎 桐加,A2,0.15,4.88,6.08,36.67,36.67,塩崎 桐加,49.2,6.71,0.0,0.04,27.0,3.0,25.0,2.0,3,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
4,5230,石原 凪紗,B2,0.16,4.68,3.15,34.48,31.25,石原 凪紗,45.0,6.7,0.0,0.09,27.0,3.0,25.0,2.0,1,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
5,4011,堀之内紀代子,A1,0.15,5.79,0.0,54.84,50.0,堀之内紀代子,46.5,6.68,0.0,0.17,27.0,3.0,25.0,2.0,4,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
6,4569,中澤 宏奈,B2,0.0,4.63,5.5,36.67,44.83,中澤 宏奈,46.5,6.72,-0.5,0.23,27.0,3.0,25.0,2.0,4,20260601,05,多摩川,11,20260601_05_11,4-1-3,34300
1,4050,田口 節子,A1,0.14,6.78,7.21,26.32,40.0,田口 節子,47.0,6.74,0.0,-0.01,27.0,2.0,25.0,2.0,1,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
2,4286,平田 さやか,A2,0.15,5.85,6.25,38.1,32.26,平田 さやか,47.5,6.82,0.0,0.01,27.0,2.0,25.0,2.0,4,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
3,4825,倉持 莉々,A1,0.12,6.73,6.63,25.0,33.33,倉持 莉々,47.1,6.77,0.0,-0.02,27.0,2.0,25.0,2.0,4,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
4,3528,笠野 友紀恵,B1,0.19,4.04,3.67,45.0,31.03,笠野 友紀恵,47.2,6.78,0.0,0.08,27.0,2.0,25.0,2.0,4,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
5,5340,樋江井 舞,B1,0.18,3.98,2.26,35.0,33.33,樋江井 舞,45.0,6.7,-0.5,0.11,27.0,2.0,25.0,2.0,2,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
6,4845,前田 紗希,A1,0.15,7.28,5.24,33.33,42.31,前田 紗希,47.0,6.75,0.0,0.12,27.0,2.0,25.0,2.0,3,20260601,05,多摩川,12,20260601_05_12,1-5-6,7130
1,4015,前野 竜一,A2,0.16,6.04,6.43,38.97,31.11,前野 竜一,57.8,6.72,-0.5,0.24,26.0,3.0,26.0,1.0,1,20260601,08,常滑,1,20260601_08_1,1-2-3,420
2,4626,伊藤 紘章,B1,0.23,4.37,4.94,29.46,28.1,伊藤 紘章,52.1,6.69,-0.5,0.15,26.0,3.0,26.0,1.0,2,20260601,08,常滑,1,20260601_08_1,1-2-3,420
3,5296,永田 楽,B1,0.19,3.43,2.6,34.27,35.59,永田 楽,47.0,6.71,-0.5,0.09,26.0,3.0,26.0,1.0,3,20260601,08,常滑,1,20260601_08_1,1-2-3,420
4,5285,若林 麗,B1,0.17,3.91,3.0,34.85,32.87,若林 麗,52.0,6.69,0.0,0.04,26.0,3.0,26.0,1.0,4,20260601,08,常滑,1,20260601_08_1,1-2-3,420
5,5242,高山 弘斗,B1,0.17,3.55,3.19,35.82,38.99,高山 弘斗,54.6,6.75,-0.5,-0.04,26.0,3.0,26.0,1.0,4,20260601,08,常滑,1,20260601_08_1,1-2-3,420
6,3778,安達 美帆,B1,0.21,3.0,4.21,34.78,36.15,安達 美帆,47.0,6.7,-0.5,0.04,26.0,3.0,26.0,1.0,4,20260601,08,常滑,1,20260601_08_1,1-2-3,420
1,3070,山室 展弘,B1,0.16,6.07,5.89,32.14,31.46,山室 展弘,52.0,6.71,-0.5,0.05,22.0,2.0,24.0,1.0,1,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
2,4558,宮野 仁,B1,0.23,4.74,3.97,36.91,38.99,宮野 仁,52.6,6.74,0.0,0.08,22.0,2.0,24.0,1.0,4,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
3,3692,竹腰 正樹,A2,0.13,4.52,5.76,36.43,29.41,竹腰 正樹,52.0,6.75,-0.5,0.0,22.0,2.0,24.0,1.0,2,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
4,3901,松田 憲幸,B1,0.2,4.42,5.12,29.1,32.58,松田 憲幸,53.2,6.81,-0.5,0.06,22.0,2.0,24.0,1.0,3,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
5,5460,早川 理稀,B2,0.0,1.25,0.0,45.32,29.47,早川 理稀,52.4,6.73,0.0,-0.02,22.0,2.0,24.0,1.0,4,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
6,4133,高橋 正男,A1,0.15,6.29,6.43,26.98,28.34,高橋 正男,52.0,6.78,-0.5,-0.05,22.0,2.0,24.0,1.0,4,20260601,08,常滑,2,20260601_08_2,1-3-4,1430
1,4422,永井 亮次,B1,0.17,4.51,4.5,26.19,33.65,永井 亮次,52.9,6.76,0.0,-0.03,22.0,2.0,24.0,1.0,1,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
2,5115,香川 颯太,B2,0.15,5.02,3.0,37.24,39.18,香川 颯太,52.0,6.65,0.0,0.07,22.0,2.0,24.0,1.0,2,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
3,4252,松下 哲也,B1,0.18,4.24,4.2,47.45,27.36,松下 哲也,51.0,6.72,0.0,0.05,22.0,2.0,24.0,1.0,4,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
4,3822,平尾 崇典,A1,0.16,6.64,6.84,42.18,33.03,平尾 崇典,49.5,6.66,0.0,-0.04,22.0,2.0,24.0,1.0,4,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
5,4678,水野 望美,B1,0.17,5.36,5.7,42.18,36.8,水野 望美,46.5,6.75,-0.5,0.12,22.0,2.0,24.0,1.0,4,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
6,4210,松村 康太,A2,0.17,5.59,6.7,32.06,39.13,松村 康太,52.0,6.78,-0.5,-0.1,22.0,2.0,24.0,1.0,3,20260601,08,常滑,3,20260601_08_3,1-2-6,4180
1,3527,中嶋 誠一郎,B1,0.16,4.83,4.93,33.08,33.82,中嶋 誠一郎,51.5,6.8,0.0,0.07,23.0,3.0,25.0,1.0,4,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
2,3434,松尾 宣邦,B1,0.17,4.82,5.04,37.06,41.18,松尾 宣邦,52.8,6.79,0.0,0.08,23.0,3.0,25.0,1.0,4,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
3,5322,根岸 真優,B2,0.22,2.42,0.0,34.09,30.0,根岸 真優,44.5,6.75,-0.5,0.39,23.0,3.0,25.0,1.0,4,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
4,3950,石川 哲秀,B1,0.16,3.95,2.64,40.69,32.47,石川 哲秀,55.7,6.79,-0.5,0.05,23.0,3.0,25.0,1.0,2,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
5,4236,松村 敏,A1,0.11,7.09,6.78,38.57,32.88,松村 敏,53.0,6.77,-0.5,0.17,23.0,3.0,25.0,1.0,1,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
6,4372,原田 佑実,A2,0.17,5.63,5.27,39.37,36.73,原田 佑実,46.5,6.75,-0.5,-0.06,23.0,3.0,25.0,1.0,3,20260601,08,常滑,4,20260601_08_4,5-4-6,4730
1,5160,藤森 陸斗,A2,0.15,5.7,3.33,40.44,30.1,藤森 陸斗,52.6,6.7,0.0,0.09,23.0,2.0,25.0,1.0,1,20260601,08,常滑,5,20260601_08_5,1-5-2,660
2,3277,齋藤 勇,B1,0.17,4.2,5.25,32.35,36.14,齋藤 勇,52.2,6.79,-0.5,0.06,23.0,2.0,25.0,1.0,3,20260601,08,常滑,5,20260601_08_5,1-5-2,660
3,5194,大久保 佑香,B1,0.15,4.34,3.0,20.97,42.2,大久保 佑香,43.5,6.75,0.0,0.28,23.0,2.0,25.0,1.0,4,20260601,08,常滑,5,20260601_08_5,1-5-2,660
4,5242,高山 弘斗,B1,0.17,3.55,3.19,35.82,38.99,高山 弘斗,54.6,6.88,-0.5,0.03,23.0,2.0,25.0,1.0,4,20260601,08,常滑,5,20260601_08_5,1-5-2,660
5,4850,野中 一平,A1,0.12,5.95,6.06,25.56,34.56,野中 一平,52.7,6.79,0.0,0.04,23.0,2.0,25.0,1.0,2,20260601,08,常滑,5,20260601_08_5,1-5-2,660
6,5012,加倉 侑征,A2,0.12,5.44,0.0,18.45,34.63,加倉 侑征,52.1,6.86,0.0,0.28,23.0,2.0,25.0,1.0,4,20260601,08,常滑,5,20260601_08_5,1-5-2,660
1,4259,真庭 明志,A2,0.15,5.8,0.0,33.33,35.04,真庭 明志,52.0,6.73,0.0,0.02,23.0,2.0,25.0,1.0,1,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
2,3901,松田 憲幸,B1,0.2,4.42,5.12,29.1,32.58,松田 憲幸,53.2,6.8,-0.5,0.1,23.0,2.0,25.0,1.0,4,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
3,3746,岡瀬 正人,A2,0.17,5.49,7.25,33.57,33.48,岡瀬 正人,52.0,6.74,-0.5,0.08,23.0,2.0,25.0,1.0,3,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
4,5466,成田 華音,B2,0.0,1.13,0.0,49.64,31.46,成田 華音,52.5,6.75,0.0,0.2,23.0,2.0,25.0,1.0,4,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
5,3692,竹腰 正樹,A2,0.13,4.52,5.76,36.43,29.41,竹腰 正樹,52.0,6.75,-0.5,0.06,23.0,2.0,25.0,1.0,4,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
6,5353,草川 壮良,B1,0.18,2.93,3.22,27.56,35.19,草川 壮良,52.0,6.78,0.0,0.09,23.0,2.0,25.0,1.0,2,20260601,08,常滑,6,20260601_08_6,1-6-3,8000
1,3761,山本 光雄,B1,0.17,5.31,5.29,46.21,35.64,山本 光雄,52.0,6.74,-0.5,-0.08,24.0,2.0,25.0,1.0,1,20260601,08,常滑,7,20260601_08_7,1-2-4,680
2,4917,岩橋 裕馬,B1,0.17,4.16,5.41,38.51,31.92,岩橋 裕馬,52.3,6.72,0.0,0.21,24.0,2.0,25.0,1.0,2,20260601,08,常滑,7,20260601_08_7,1-2-4,680
3,5285,若林 麗,B1,0.17,3.91,3.0,34.85,32.87,若林 麗,52.0,6.75,0.0,0.19,24.0,2.0,25.0,1.0,4,20260601,08,常滑,7,20260601_08_7,1-2-4,680
4,4210,松村 康太,A2,0.17,5.59,6.7,32.06,39.13,松村 康太,52.0,6.81,-0.5,0.18,24.0,2.0,25.0,1.0,3,20260601,08,常滑,7,20260601_08_7,1-2-4,680
5,4558,宮野 仁,B1,0.23,4.74,3.97,36.91,38.99,宮野 仁,52.6,6.78,0.0,0.14,24.0,2.0,25.0,1.0,4,20260601,08,常滑,7,20260601_08_7,1-2-4,680
6,4436,渋谷 明憲,A2,0.15,6.29,5.5,21.88,34.12,渋谷 明憲,52.1,6.79,0.0,0.11,24.0,2.0,25.0,1.0,4,20260601,08,常滑,7,20260601_08_7,1-2-4,680
1,4626,伊藤 紘章,B1,0.23,4.37,4.94,29.46,28.1,伊藤 紘章,52.1,6.71,-0.5,-0.02,24.0,2.0,25.0,1.0,1,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
2,3950,石川 哲秀,B1,0.16,3.95,2.64,40.69,32.47,石川 哲秀,55.7,6.75,-0.5,0.06,24.0,2.0,25.0,1.0,4,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
3,3822,平尾 崇典,A1,0.16,6.64,6.84,42.18,33.03,平尾 崇典,49.5,6.74,0.0,-0.01,24.0,2.0,25.0,1.0,3,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
4,4761,山田 晃大,A2,0.13,5.65,6.07,33.58,29.21,山田 晃大,52.4,6.78,0.0,0.12,24.0,2.0,25.0,1.0,4,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
5,3434,松尾 宣邦,B1,0.17,4.82,5.04,37.06,41.18,松尾 宣邦,52.8,6.8,0.0,0.02,24.0,2.0,25.0,1.0,2,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
6,5460,早川 理稀,B2,0.0,1.25,0.0,45.32,29.47,早川 理稀,52.4,6.82,0.0,0.35,24.0,2.0,25.0,1.0,4,20260601,08,常滑,8,20260601_08_8,1-5-3,4750
1,4678,水野 望美,B1,0.17,5.36,5.7,42.18,36.8,水野 望美,46.5,6.72,-0.5,0.12,26.0,2.0,25.0,1.0,2,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
2,5194,大久保 佑香,B1,0.15,4.34,3.0,20.97,42.2,大久保 佑香,43.5,6.76,0.0,-0.06,26.0,2.0,25.0,1.0,4,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
3,4372,原田 佑実,A2,0.17,5.63,5.27,39.37,36.73,原田 佑実,46.5,6.73,-0.5,-0.03,26.0,2.0,25.0,1.0,1,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
4,4764,小池 礼乃,B1,0.18,5.04,7.0,31.54,31.84,小池 礼乃,46.5,6.7,0.0,0.08,26.0,2.0,25.0,1.0,3,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
5,5296,永田 楽,B1,0.19,3.43,2.6,34.27,35.59,永田 楽,47.0,6.74,-0.5,0.11,26.0,2.0,25.0,1.0,4,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
6,5322,根岸 真優,B2,0.22,2.42,0.0,34.09,30.0,根岸 真優,44.5,6.75,-0.5,0.22,26.0,2.0,25.0,1.0,4,20260601,08,常滑,9,20260601_08_9,3-1-4,1970
1,4236,松村 敏,A1,0.11,7.09,6.78,38.57,32.88,松村 敏,53.0,6.79,-0.5,0.18,26.0,2.0,26.0,1.0,1,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
2,4015,前野 竜一,A2,0.16,6.04,6.43,38.97,31.11,前野 竜一,57.8,6.76,-0.5,0.12,26.0,2.0,26.0,1.0,2,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
3,3070,山室 展弘,B1,0.16,6.07,5.89,32.14,31.46,山室 展弘,52.0,6.74,-0.5,0.14,26.0,2.0,26.0,1.0,4,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
4,5160,藤森 陸斗,A2,0.15,5.7,3.33,40.44,30.1,藤森 陸斗,52.6,6.71,0.0,0.13,26.0,2.0,26.0,1.0,4,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
5,5115,香川 颯太,B2,0.15,5.02,3.0,37.24,39.18,香川 颯太,52.0,6.64,0.0,0.14,26.0,2.0,26.0,1.0,4,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
6,4422,永井 亮次,B1,0.17,4.51,4.5,26.19,33.65,永井 亮次,52.9,6.81,-0.5,0.16,26.0,2.0,26.0,1.0,3,20260601,08,常滑,10,20260601_08_10,1-2-6,6930
1,4850,野中 一平,A1,0.12,5.95,6.06,25.56,34.56,野中 一平,52.7,6.74,-0.5,-0.05,26.0,2.0,26.0,1.0,1,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
2,3527,中嶋 誠一郎,B1,0.16,4.83,4.93,33.08,33.82,中嶋 誠一郎,51.5,6.81,0.0,0.12,26.0,2.0,26.0,1.0,2,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
3,4259,真庭 明志,A2,0.15,5.8,0.0,33.33,35.04,真庭 明志,52.0,6.72,0.0,0.0,26.0,2.0,26.0,1.0,4,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
4,4917,岩橋 裕馬,B1,0.17,4.16,5.41,38.51,31.92,岩橋 裕馬,52.3,6.72,0.0,0.05,26.0,2.0,26.0,1.0,4,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
5,3761,山本 光雄,B1,0.17,5.31,5.29,46.21,35.64,山本 光雄,52.0,6.68,-0.5,-0.01,26.0,2.0,26.0,1.0,3,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
6,3746,岡瀬 正人,A2,0.17,5.49,7.25,33.57,33.48,岡瀬 正人,52.0,6.73,-0.5,0.14,26.0,2.0,26.0,1.0,4,20260601,08,常滑,11,20260601_08_11,1-2-5,2090
1,4960,黒野 元基,A1,0.14,7.65,6.99,30.16,34.31,黒野 元基,51.5,6.72,0.0,0.06,26.0,3.0,26.0,1.0,1,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
2,4772,石丸 海渡,A1,0.11,6.37,5.29,44.29,27.49,石丸 海渡,55.9,6.73,0.0,0.1,26.0,3.0,26.0,1.0,3,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
3,4643,近江 翔吾,A1,0.14,6.53,6.55,35.88,41.41,近江 翔吾,52.0,6.69,-0.5,-0.03,26.0,3.0,26.0,1.0,4,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
4,3435,寺田 千恵,A1,0.16,6.1,6.28,47.83,43.33,寺田 千恵,46.5,6.71,0.0,0.11,26.0,3.0,26.0,1.0,2,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
5,4403,木下 大將,A2,0.16,6.04,6.3,44.76,30.41,木下 大將,52.4,6.74,0.0,0.12,26.0,3.0,26.0,1.0,4,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
6,4191,赤羽 克也,A2,0.17,6.24,4.82,32.35,35.68,赤羽 克也,54.0,6.78,0.0,0.09,26.0,3.0,26.0,1.0,4,20260601,08,常滑,12,20260601_08_12,1-4-2,2130
1,3663,木山 和幸,A2,0.16,5.67,3.0,34.72,28.95,木山 和幸,50.5,6.78,-0.5,0.2,27.0,5.0,25.0,3.0,1,20260601,09,津,1,20260601_09_1,1-6-4,3000
2,3353,前田 光昭,B2,0.17,3.51,2.87,39.13,45.59,前田 光昭,52.0,6.84,0.0,0.16,27.0,5.0,25.0,3.0,4,20260601,09,津,1,20260601_09_1,1-6-4,3000
3,3714,梶原 正,B1,0.15,4.75,0.0,37.66,35.71,梶原 正,55.2,6.83,-0.5,0.08,27.0,5.0,25.0,3.0,4,20260601,09,津,1,20260601_09_1,1-6-4,3000
4,4010,越智 照浩,B1,0.18,4.05,4.28,35.0,34.72,越智 照浩,57.2,6.83,-0.5,0.14,27.0,5.0,25.0,3.0,3,20260601,09,津,1,20260601_09_1,1-6-4,3000
5,3535,渡 修平,B1,0.18,4.2,0.0,31.33,29.69,渡 修平,52.0,6.84,0.0,0.25,27.0,5.0,25.0,3.0,4,20260601,09,津,1,20260601_09_1,1-6-4,3000
6,3352,小川 晃司,B1,0.17,4.47,4.6,45.45,30.86,小川 晃司,50.5,6.82,0.0,0.06,27.0,5.0,25.0,3.0,2,20260601,09,津,1,20260601_09_1,1-6-4,3000
1,3748,小黒 竜吾,B1,0.17,4.43,4.59,24.21,39.74,小黒 竜吾,56.1,6.68,0.0,0.09,23.0,2.0,24.0,1.0,3,20260601,09,津,2,20260601_09_2,2-5-1,3600
2,3412,鈴木 博,A2,0.16,6.53,0.0,23.81,55.38,鈴木 博,52.9,6.69,0.0,0.08,23.0,2.0,24.0,1.0,1,20260601,09,津,2,20260601_09_2,2-5-1,3600
3,3888,山本 英志,A2,0.15,5.93,5.31,42.37,34.09,山本 英志,51.0,6.7,0.0,0.16,23.0,2.0,24.0,1.0,4,20260601,09,津,2,20260601_09_2,2-5-1,3600
4,3863,海老澤 泰行,B1,0.18,4.87,3.67,38.1,30.91,海老澤 泰行,55.4,6.8,-0.5,-0.04,23.0,2.0,24.0,1.0,4,20260601,09,津,2,20260601_09_2,2-5-1,3600
5,3554,仲口 博崇,A1,0.18,6.46,5.37,25.0,37.36,仲口 博崇,52.0,6.7,-0.5,0.02,23.0,2.0,24.0,1.0,2,20260601,09,津,2,20260601_09_2,2-5-1,3600
6,3931,黒崎 竜也,B1,0.16,5.74,5.46,25.3,45.16,黒崎 竜也,51.0,6.78,0.0,-0.09,23.0,2.0,24.0,1.0,4,20260601,09,津,2,20260601_09_2,2-5-1,3600
1,3997,北村 征嗣,A1,0.16,6.46,6.22,31.82,38.55,北村 征嗣,52.0,6.76,-0.5,-0.11,24.0,3.0,24.0,2.0,1,20260601,09,津,3,20260601_09_3,1-3-4,1940
2,3660,長谷川 親王,B1,0.21,2.93,4.75,36.76,34.12,長谷川 親王,57.3,6.78,0.0,-0.03,24.0,3.0,24.0,2.0,4,20260601,09,津,3,20260601_09_3,1-3-4,1940
3,3439,大平 誉史明,A2,0.15,6.04,5.51,45.21,43.75,大平 誉史明,51.0,6.77,-0.5,-0.1,24.0,3.0,24.0,2.0,2,20260601,09,津,3,20260601_09_3,1-3-4,1940
4,3544,豊田 訓靖,B2,0.21,3.71,3.29,47.67,38.54,豊田 訓靖,52.7,6.8,0.0,-0.08,24.0,3.0,24.0,2.0,3,20260601,09,津,3,20260601_09_3,1-3-4,1940
5,4131,原 豊土,A2,0.17,6.59,4.89,31.88,30.88,原 豊土,55.4,6.74,0.0,-0.12,24.0,3.0,24.0,2.0,4,20260601,09,津,3,20260601_09_3,1-3-4,1940
6,3517,高橋 勲,A2,0.15,6.02,5.81,30.26,48.0,高橋 勲,52.7,6.82,0.0,-0.14,24.0,3.0,24.0,2.0,4,20260601,09,津,3,20260601_09_3,1-3-4,1940
1,3981,今坂 晃広,B1,0.2,3.85,4.13,34.38,32.99,今坂 晃広,53.1,6.74,-0.5,0.13,24.0,3.0,24.0,2.0,1,20260601,09,津,4,20260601_09_4,1-2-6,1810
2,3385,渡邉 睦広,A2,0.17,5.4,4.4,13.41,30.56,渡邉 睦広,52.0,6.84,0.0,0.3,24.0,3.0,24.0,2.0,2,20260601,09,津,4,20260601_09_4,1-2-6,1810
3,3489,大場 敏,A2,0.16,5.77,6.29,19.4,34.12,大場 敏,52.5,6.81,0.0,0.08,24.0,3.0,24.0,2.0,4,20260601,09,津,4,20260601_09_4,1-2-6,1810
4,3893,汐崎 正則,B1,0.16,4.64,3.89,33.33,46.74,汐崎 正則,52.7,6.85,-0.5,0.15,24.0,3.0,24.0,2.0,4,20260601,09,津,4,20260601_09_4,1-2-6,1810
5,3432,宮迫 暢彦,B1,0.16,4.19,5.11,45.95,38.27,宮迫 暢彦,52.0,6.79,-0.5,-0.03,24.0,3.0,24.0,2.0,4,20260601,09,津,4,20260601_09_4,1-2-6,1810
6,3612,馬袋 義則,A1,0.13,6.52,6.19,31.03,41.25,馬袋 義則,52.4,6.79,0.0,0.01,24.0,3.0,24.0,2.0,3,20260601,09,津,4,20260601_09_4,1-2-6,1810
1,4013,中島 孝平,A1,0.13,7.02,6.5,35.9,52.05,中島 孝平,52.0,6.82,0.0,0.12,25.0,3.0,25.0,2.0,1,20260601,09,津,5,20260601_09_5,1-6-3,20890
2,3984,坂口 周,A2,0.17,6.75,6.95,38.57,32.43,坂口 周,52.8,6.81,-0.5,0.2,25.0,3.0,25.0,2.0,4,20260601,09,津,5,20260601_09_5,1-6-3,20890
3,3875,廣中 良一,B1,0.17,4.26,3.89,30.26,33.33,廣中 良一,52.0,6.83,-0.5,-0.04,25.0,3.0,25.0,2.0,3,20260601,09,津,5,20260601_09_5,1-6-3,20890
4,3535,渡 修平,B1,0.18,4.2,0.0,31.33,29.69,渡 修平,52.0,6.76,0.0,0.09,25.0,3.0,25.0,2.0,4,20260601,09,津,5,20260601_09_5,1-6-3,20890
5,3564,桑原 啓,B1,0.18,4.44,4.5,39.74,45.76,桑原 啓,52.5,6.74,0.0,-0.05,25.0,3.0,25.0,2.0,4,20260601,09,津,5,20260601_09_5,1-6-3,20890
6,3294,野中 義生,B1,0.14,4.58,3.61,36.9,26.87,野中 義生,52.5,6.8,0.0,0.15,25.0,3.0,25.0,2.0,2,20260601,09,津,5,20260601_09_5,1-6-3,20890
1,4118,宇佐見 淳,A1,0.14,5.97,5.91,48.86,37.33,宇佐見 淳,52.0,6.78,0.0,0.15,24.0,3.0,25.0,2.0,1,20260601,09,津,6,20260601_09_6,1-4-3,2450
2,4049,荒川 健太,A2,0.17,6.28,6.83,23.53,31.82,荒川 健太,53.2,6.86,0.0,0.07,24.0,3.0,25.0,2.0,4,20260601,09,津,6,20260601_09_6,1-4-3,2450
3,3878,胡本 悟志,B1,0.18,4.4,3.88,32.1,39.53,胡本 悟志,52.0,6.79,-0.5,0.14,24.0,3.0,25.0,2.0,3,20260601,09,津,6,20260601_09_6,1-4-3,2450
4,3931,黒崎 竜也,B1,0.16,5.74,5.46,25.3,45.16,黒崎 竜也,51.0,6.8,0.0,0.02,24.0,3.0,25.0,2.0,2,20260601,09,津,6,20260601_09_6,1-4-3,2450
5,3352,小川 晃司,B1,0.17,4.47,4.6,45.45,30.86,小川 晃司,50.5,6.87,0.0,0.25,24.0,3.0,25.0,2.0,4,20260601,09,津,6,20260601_09_6,1-4-3,2450
6,4142,平野 和明,A2,0.17,5.64,0.0,38.57,30.43,平野 和明,52.9,6.79,0.0,0.07,24.0,3.0,25.0,2.0,4,20260601,09,津,6,20260601_09_6,1-4-3,2450
1,3945,橋口 真樹,B1,0.2,4.25,4.42,41.27,30.59,橋口 真樹,52.2,6.73,0.0,0.23,25.0,4.0,25.0,2.0,4,20260601,09,津,7,20260601_09_7,2-4-3,5450
2,3966,作間 章,A1,0.18,6.47,6.55,33.33,29.58,作間 章,54.3,6.79,0.0,0.15,25.0,4.0,25.0,2.0,1,20260601,09,津,7,20260601_09_7,2-4-3,5450
3,3353,前田 光昭,B2,0.17,3.51,2.87,39.13,45.59,前田 光昭,52.0,6.84,0.0,0.08,25.0,4.0,25.0,2.0,3,20260601,09,津,7,20260601_09_7,2-4-3,5450
4,3888,山本 英志,A2,0.15,5.93,5.31,42.37,34.09,山本 英志,51.0,6.74,0.0,0.17,25.0,4.0,25.0,2.0,2,20260601,09,津,7,20260601_09_7,2-4-3,5450
5,3439,大平 誉史明,A2,0.15,6.04,5.51,45.21,43.75,大平 誉史明,51.0,6.83,-0.5,0.17,25.0,4.0,25.0,2.0,4,20260601,09,津,7,20260601_09_7,2-4-3,5450
